Index;Coefficient_1;Coefficient_2
Row_1;-0.127970640306709;0.256419383410160
Row_2;-0.0214356178423111;0.424684729325622
Row_3;0.199256324859337;0.523547491161105
Row_4;0.140071081547201;0.729058231331592
Column_1;0.0393631849037357;0.0611200216687172
Column_2;0.0851665839382134;0.164046831643085
Column_3;0.0835157100783475;0.310014458264345
Column_4;0.0935728283267555;0.460610215941593
Column_5;0.0759947290931008;0.596916541452924
Column_6;0.0378191090458331;0.757267273185743
