Index;Coefficient_1;Coefficient_2
Row_1;0.0325927990005599;0.153822255498587
Row_2;0.0209742975590162;0.333749849567163
Row_3;0.199611461917507;0.467956867265880
Row_4;0.144913212134592;0.678826705933241
Column_1;0.00999914062260251;0.0749148177290678
Column_2;-0.0494345070954622;0.242384987690451
Column_3;-0.0498627144556208;0.364203810513385
Column_4;-0.0475679845237661;0.538183829786652
Column_5;-0.0150085687301810;0.655644843396404
Column_6;-0.0269220266565073;0.796652660975930
