Index;Coefficient_1;Coefficient_2
Row_1;-0.039171086163029;0.200725507019602
Row_2;-0.138580283508876;0.380722397924739
Row_3;0.221138653440234;0.439408971516435
Row_4;0.169215747822794;0.668092940621135
Column_1;-0.0402850345350802;0.105377033603207
Column_2;-0.0141524106314206;0.239232134987432
Column_3;-0.0212232962529676;0.337237514872724
Column_4;-0.0232298827661369;0.534446345387415
Column_5;-0.0247418090509042;0.64476572767331
Column_6;-0.00279784279309925;0.769072375911069
